field, time, ra, dec, az, alt, airmass, ha, FU1_ra, FU1_dec, FU1_Delta_ra, FU1_Delta_dec, FU1_distance, FU1_Delta_Teff, FU1_X_calculated, FU1_Y_calculated, FU1_X_observed, FU1_Y_observed, FU2_ra, FU2_dec, FU2_Delta_ra, FU2_Delta_dec, FU2_distance, FU2_Delta_Teff, FU2_X_calculated, FU2_Y_calculated, FU2_X_observed, FU2_Y_observed, FU3_ra, FU3_dec, FU3_Delta_ra, FU3_Delta_dec, FU3_distance, FU3_Delta_Teff, FU3_X_calculated, FU3_Y_calculated, FU3_X_observed, FU3_Y_observed, FU4_ra, FU4_dec, FU4_Delta_ra, FU4_Delta_dec, FU4_distance, FU4_Delta_Teff, FU4_X_calculated, FU4_Y_calculated, FU4_X_observed, FU4_Y_observed, FU5_ra, FU5_dec, FU5_Delta_ra, FU5_Delta_dec, FU5_distance, FU5_Delta_Teff, FU5_X_calculated, FU5_Y_calculated, FU5_X_observed, FU5_Y_observed 
TOI-736_W_2019-12-25.fits, 1614221151.099433, 165.791989096316, -16.585682522984637, 79.81510119939108, 51.36531923103334, 1.2801758261983018, -0.6959542631762385, 165.78085014443542, -16.848987042464152, -0.011138951880582226, -0.26330451947951516, 22297.83102067745, -883.7999999999993, -825444, 1274175, -818948.0, 1275831.0, 166.0539521649606, -16.730768936898514, 0.2619630686446044, -0.14508641391387656, 24543.589379767523, -1423.2299999999996, -4569856, -502361, -4580106.0, -496140.0, 165.95262392700687, -16.52070392977446, 0.16063483069086715, 0.06497859321017785, 14154.140449899904, -2402.2799999999997, -6646312, 11051467, -6633970.0, 11061012.0, 165.67597466786805, -16.34193358457541, -0.11601442844795429, 0.24374893840922596, 22678.272687641627, -960.9799999999996, -4888469, 521018, -4884036.0, 525650.0, 165.69782490933667, -16.52070288516982, -0.09416418697932727, 0.06497963781481886, 9404.586803309578, -509.22999999999956, -8321529, 18206347, -8321930.0, 18195057.0 
TOI-736_W_2019-12-25.fits, 1614305445.932274, 165.79202220148764, -16.585696943693872, 84.65938804943482, 44.61494245339414, 1.4238144199380056, -0.8322632597001087, 165.78088324310957, -16.849001461167862, -0.01113895837806922, -0.26330451747399053, 22296.612601697787, -883.7999999999993, -821460, 1275243, -819150.0, 1279022.0, 166.05398530555513, -16.730783359902162, 0.26196310406749035, -0.1450864162082901, 24545.697189458297, -1423.2299999999996, -4566828, -505159, -4576632.0, -494550.0, 165.95265691825827, -16.520718398283655, 0.16063471677063035, 0.06497854541021653, 14157.438457996053, -2402.2799999999997, -6647654, 11048418, -6634070.0, 11062153.0, 165.67600780935012, -16.34194799097274, -0.11601439213751519, 0.2437489527211305, 22678.009420839808, -960.9799999999996, -4890650, 521729, -4885750.0, 526434.0, 165.6978580017244, -16.520717270677988, -0.09416419976324164, 0.06497967301588403, 9402.765897174757, -509.22999999999956, -8321410, 18209257, -8323410.0, 18198362.0 
TOI-736_W_2019-12-25.fits, 1615017480.184862, 165.7923018393044, -16.585818754783602, 275.5967398906685, 45.00535693758842, 1.4140813573222901, 0.824611830149979, 165.7811628260439, -16.84912325531714, -0.011139013260503816, -0.26330450053353616, 22297.796590195303, -883.7999999999993, -850137, 1275173, -837548.0, 1273492.0, 166.05426524258908, -16.730905190371395, 0.2619634032846818, -0.14508643558779255, 24521.854855841717, -1423.2299999999996, -4576804, -478659, -4581886.0, -482390.0, 165.9529355937956, -16.520840613135757, 0.16063375449118666, 0.06497814164784543, 14131.684490774174, -2402.2799999999997, -6625747, 11065355, -6622788.0, 11062576.0, 165.67628775387783, -16.342069681171385, -0.11601408542657055, 0.24374907361221787, 22689.42886053295, -960.9799999999996, -4869441, 505778, -4882498.0, 517136.0, 165.69813753155523, -16.520838784426594, -0.09416430774916762, 0.0649799703570082, 9425.026712784209, -509.22999999999956, -8330059, 18183466, -8328318.0, 18182649.0 
HD8213_W, 1565255021.2361717, 20.350469725567113, -49.461420539319874, 182.6669637898198, 69.76953081819093, 1.0657466973095466, 0.02481471864971723, 20.19405222798354, -49.70352647061244, -0.15641749758357193, -0.24210593129256353, 22221.224747995577, 1880.1799999999994, -8503125, 3043191, -8510588, 3032763, 20.62268029348785, -49.46471448769166, 0.2722105679207374, -0.0032939483717839835, 14973.37436587778, -556.8600000000006, 4866067, 9180725, 4868089, 9172110, 20.660823816224074, -49.267872594896446, 0.3103540906569613, 0.19354794442342893, 23683.184739657485, 1664.3599999999997, -3584950, -135874, -3580280, -150015, 20.224214382399392, -49.04873974274238, -0.12625534316772047, 0.41268079657749723, 35622.36047207699, 1095.7399999999998, -15281958, -9641003, -15294753, -9649373, 20.113351019698968, -49.3085523240966, -0.23711870586814499, 0.15286821522327187, 18381.805125490046, 396.3899999999994, -17062671, 15295812, -17071200, 15281008 
TOI-573_W_2021-02-05.fits, 1613105381.006685, 142.43092763807272, -14.77947968084235, 353.4137385910768, 75.43686038810313, 1.0331953950693835, 0.029934314631058515, 142.5730414955892, -15.111400191857646, 0.14211385751647754, -0.33192051101529607, 30404.252782287924, -1156.0699999999997, 11665375, -4533324, 11675625.0, -4533021.0, 142.6121754874583, -14.842398210439903, 0.1812478493855849, -0.06291852959755317, 15753.237179023823, -1023.5100000000002, 57317, 7763884, 56941.0, 7761250.0, 142.59878798732066, -14.605088440481193, 0.16786034924794535, 0.17439124036115672, 20168.440512320674, -1251.5500000000002, -1757732, 3145285, -1758549.0, 3143367.0, 142.3021671403545, -14.639692994543479, -0.1287604977182184, 0.13978668629887103, 15846.04087046807, -1080.33, 1217001, 6989893, 1227455.0, 6989377.0, 142.28783711132058, -14.98130757897927, -0.14309052675213252, -0.20182789813691926, 20703.518924151962, -1114.37, 11978625, 7367730, 11983060.0, 7364580.0 
LHS1140_W_2019-11-05.fits, 1573184344.8, 11.426606544270273, -15.278211824812281, 303.42858259492, 67.13129364802712, 1.0853075634878224, 0.3429780937848476, 11.321182020205667, -15.652059417826166, -0.10542452406460612, -0.3738475930138847, 32798.20711700367, 1270.8900000000003, -8556652, -8119601, -8546175.0, -8118828.0, 11.590900749908975, -15.483660620761164, 0.16429420563870245, -0.20544879594888243, 21951.87954765126, 142.47000000000025, -11856338, 5379488, -11860145.0, 5377800.0, 11.757788350769124, -15.224474624929547, 0.33118180649885076, 0.05373719988273429, 27423.04004668418, 1228.0, -18573583, 3580092, -18577380.0, 3582305.0, 11.497431086267436, -15.166487917789064, 0.07082454199716359, 0.111723907023217, 11071.328611590365, -774.1599999999999, -10623300, 18537682, -10615075.0, 18515637.0, 11.264124019820343, -15.448607836253869, -0.1624825244499295, -0.17039601144158745, 19591.02823743483, 727.7600000000002, 8967227, 6701516, 8977015.0, 6698186.0 
LHS1140_W_2019-11-05.fits, 1605312205.7, 11.43935379810843, -15.272660858403807, 67.37021650058219, 60.863778264462496, 1.1448660978958383, -0.4845265776075127, 11.333897515270944, -15.64652696955932, -0.1054562828374852, -0.3738661111555128, 32795.18400398311, 1270.8900000000003, -8548340, -8118712, -8545575.0, -8122164.0, 11.603641223139702, -15.478114322172244, 0.16428742503127225, -0.20545346376843732, 21957.79209220753, 142.47000000000025, -11853831, 5370615, -11861575.0, 5366280.0, 11.770525910916353, -15.218927200789459, 0.33117211280792347, 0.05373365761434812, 27433.12357298993, 1228.0, -18582697, 3574872, -18579050.0, 3573103.0, 11.510259115269445, -15.161103230702768, 0.07090531716101545, 0.11155762770103905, 11077.06187899602, -774.1599999999999, -10632139, 18544004, -10612312.0, 18528357.0, 11.276878743658797, -15.44306817249256, -0.16247505444963295, -0.17040731408875232, 19583.874538407283, 727.7600000000002, 8968991, 6710761, 8972480.0, 6701403.0 
LHS1140_W_2019-11-05.fits, 1608252257.9, 11.440520304903961, -15.272152897705194, 310.04267483628183, 69.68499103109139, 1.0663276932245649, 0.2791651932473501, 11.335061115356938, -15.646020703304073, -0.10545918954702316, -0.3738678055988789, 32798.11589203289, 1270.8900000000003, -8555901, -8119710, -8547250.0, -8118434.0, 11.604807109303195, -15.477606788801962, 0.16428680439923404, -0.20545389109676826, 21952.46932499386, 142.47000000000025, -11856234, 5378702, -11860677.0, 5375411.0, 11.771691530895119, -15.218419564590814, 0.33117122599115767, 0.05373333311437989, 27423.809641995478, 1228.0, -18574335, 3579749, -18577640.0, 3579604.0, 11.51143301348092, -15.16061048662356, 0.07091270857695875, 0.11154241108163454, 11071.648185045346, -774.1599999999999, -10623894, 18538279, -10617637.0, 18531598.0, 11.27804593371575, -15.442561245949507, -0.1624743711882104, -0.1704083482443135, 19590.574576370633, 727.7600000000002, 8967565, 6702230, 8974628.0, 6699893.0 
LEHPM2848_W_2020-11-05.fits, 1604970067.8, 43.42673046975482, -18.36231667928729, 87.76582907866863, 43.99892773044498, 1.4395844384067003, -0.8591622215445422, 43.18624722835436, -18.659712129738008, -0.24048324140046162, -0.29739545045071836, 31714.266517027485, 269.0799999999999, -19217066, -1661762, -19228673.0, -1654676.0, 43.44943615603446, -18.583395409986707, 0.022705686279635984, -0.22107873069941775, 18794.175143753353, 1283.13, -16691268, 15967265, -16696418.0, 15979700.0, 43.513937722497424, -18.20652645843521, 0.08720725274260133, 0.1557902208520794, 14939.965849612507, 976.1300000000001, 2769792, 8380001, 2783470.0, 8385170.0, 43.24260958918402, -18.0710470108631, -0.18412088057080211, 0.29126966842418867, 28756.60244760621, -876.8699999999999, -2883181, -5909455, -2884200.0, -5905807.0, 43.14458685337127, -18.27327181056413, -0.28214361638355, 0.08904486872316042, 23880.223765704068, 340.8000000000002, -14847679, 4498890, -14848658.0, 4501033.0 
LEHPM2848_W_2020-11-05.fits, 1605056026.3, 43.42676191794919, -18.36230568377294, 88.21078629370282, 43.249981593807235, 1.4594646329752705, -0.8741547138213672, 43.18627864526585, -18.659701065478153, -0.2404832726833419, -0.2973953817052113, 31713.961782969105, 269.0799999999999, -19216660, -1661688, -19229440.0, -1656671.0, 43.44946755056139, -18.583384424318933, 0.022705632612193938, -0.22107874054599108, 18794.075608342417, 1283.13, -16691017, 15966940, -16697762.0, 15979030.0, 43.513969204266466, -18.20651549270418, 0.08720728631727326, 0.15579019106876046, 14940.24013090687, 976.1300000000001, 2769646, 8379703, 2781930.0, 8384212.0, 43.242641101356426, -18.071036143291863, -0.1841208165927668, 0.29126954048107834, 28756.545039329685, -876.8699999999999, -2883445, -5909374, -2886418.0, -5905869.0, 43.1446183779083, -18.273260776903214, -0.2821435400408916, 0.08904490686972721, 23879.952213135995, 340.8000000000002, -14847645, 4499202, -14848327.0, 4501580.0 
LEHPM2848_W_2020-11-05.fits, 1605142240.4, 43.4267934596565, -18.362294655568995, 88.1032221796728, 43.432170845275145, 1.454555261246282, -0.8705085733839182, 43.18631015559723, -18.659689968324273, -0.24048330405926777, -0.29739531275527753, 31714.036780329785, 269.0799999999999, -19216800, -1661676, -19228890.0, -1655905.0, 43.44949903844165, -18.583373405990837, 0.022705578785149783, -0.22107875042184233, 18794.100251408432, 1283.13, -16691091, 15967047, -16697562.0, 15978980.0, 43.51400077964828, -18.20650449437215, 0.08720731999177644, 0.15579016119684397, 14940.172582134124, 976.1300000000001, 2769658, 8379773, 2782280.0, 8384776.0, 43.24267270723195, -18.07102524341147, -0.18412075242455472, 0.29126941215752566, 28756.558967465236, -876.8699999999999, -2883426, -5909390, -2887633.0, -5906729.0, 43.144649996185244, -18.273249710439266, -0.2821434634712574, 0.0890449451297286, 23880.018845587303, 340.8000000000002, -14847684, 4499148, -14848706.0, 4502255.0 
LEHPM2848_W_2020-11-05.fits, 1605228369.4, 43.42682497023051, -18.362283638256617, 88.1788836069614, 43.30432849395889, 1.4579951630685322, -0.873068029031435, 43.186341634826285, -18.659678882129985, -0.24048333540422817, -0.2973952438733676, 31713.984252389706, 269.0799999999999, -19216757, -1661642, -19232510.0, -1658380.0, 43.44953049524172, -18.583362398544555, 0.022705525011204486, -0.22107876028793783, 18794.083017857767, 1283.13, -16691055, 15967009, -16697656.0, 15977500.0, 43.51403232386356, -18.206493506902206, 0.08720735363304755, 0.15579013135441144, 14940.219886299754, 976.1300000000001, 2769617, 8379719, 2783315.0, 8382823.0, 43.2427042819108, -18.071014354295976, -0.18412068831971595, 0.29126928396064145, 28756.549175463824, -876.8699999999999, -2883502, -5909374, -2885823.0, -5907473.0, 43.1446815832533, -18.27323865490465, -0.28214338697721075, 0.0890449833519682, 23879.972139898426, 340.8000000000002, -14847699, 4499217, -14850502.0, 4499605.0 
LEHPM2848_W_2020-11-05.fits, 1605488383.4, 43.426920097200835, -18.36225037823512, 84.71221600912725, 48.83990691197957, 1.3282443719142616, -0.7621036247129434, 43.186436667169424, -18.659645414161403, -0.2404834300314107, -0.29739503592628225, 31716.041479428684, 269.0799999999999, -19219835, -1661882, -19239285.0, -1666066.0, 43.44962545987431, -18.583329168307674, 0.022705362673477225, -0.2210787900725535, 18794.722947253307, 1283.13, -16692824, 15969453, -16700847.0, 15973240.0, 43.51412755239324, -18.206460336971865, 0.0872074551924058, 0.15579004126325557, 14938.378308194126, 976.1300000000001, 2770469, 8381701, 2786827.0, 8378452.0, 43.24279960240624, -18.07098148128674, -0.18412049479459824, 0.291268896948381, 28756.980465529432, -876.8699999999999, -2882051, -5909934, -2883409.0, -5913858.0, 43.14477694115064, -18.27320527949436, -0.28214315605019635, 0.08904509874076183, 23881.84876950252, 340.8000000000002, -14848196, 4497254, -14853055.0, 4491656.0 
LEHPM2848_W_2020-11-05.fits, 1605579320.5, 43.426953366837374, -18.362238745912958, 68.58674458575163, 65.77942404682159, 1.0965238754261377, -0.41405083247653174, 43.18646990371107, -18.659633709111922, -0.24048346312630287, -0.29739496319896475, 31720.55099199024, 269.0799999999999, -19226754, -1662276, -19244620.0, -1672374.0, 43.44965867273494, -18.58331754640234, 0.02270530589756703, -0.22107880048938355, 18795.738411421786, 1283.13, -16696423, 15975140, -16704694.0, 15973300.0, 43.5141608575491, -18.206448736158148, 0.08720749071172662, 0.15579000975480994, 14934.453581490825, 976.1300000000001, 2773052, 8386033, 2788804.0, 8379836.0, 43.24283293972601, -18.070969984317934, -0.18412042711136678, 0.291268761595024, 28758.45809441156, -876.8699999999999, -2878407, -5911737, -2877913.0, -5916733.0, 43.1448102915514, -18.273193606816186, -0.2821430752859726, 0.08904513909677192, 23886.493300084523, 340.8000000000002, -14849540, 4492478, -14850326.0, 4482890.0 
LEHPM2848_W_2020-11-05.fits, 1605660811.8, 43.42698318069774, -18.36222832186657, 84.4680579794663, 49.2036083901781, 1.3209407856382138, -0.7547966441910265, 43.186499687914164, -18.6596232198925, -0.24048349278357506, -0.297394898025928, 31716.162895901754, 269.0799999999999, -19220055, -1661867, -19240590.0, -1666197.0, 43.449688435716816, -18.583307131690745, 0.022705255019076276, -0.22107880982417427, 18794.758162427617, 1283.13, -16692938, 15969624, -16701320.0, 15973930.0, 43.51419070323935, -18.206438340347376, 0.08720752254161113, 0.1557899815191952, 14938.270402347109, 976.1300000000001, 2770501, 8381815, 2786840.0, 8379994.0, 43.24286281423919, -18.070959681565494, -0.18412036645855068, 0.2912686403010767, 28757.00941276536, -876.8699999999999, -2882006, -5909967, -2881450.0, -5913463.0, 43.14484017778684, -18.27318314660562, -0.28214300291089955, 0.08904517526094935, 23881.96299935524, 340.8000000000002, -14848255, 4497156, -14851857.0, 4491105.0 
LEHPM2848_W_2020-11-05.fits, 1605747138.6, 43.42701476364254, -18.36221727928778, 84.066508552938, 49.79374315527671, 1.309370905699109, -0.742932212680655, 43.18653123944185, -18.659612108273443, -0.24048352420069108, -0.29739482898566294, 31716.356737958988, 269.0799999999999, -19220362, -1661877, -19235003.0, -1662834.0, 43.449719964764064, -18.583296099000666, 0.022705201121524965, -0.22107881971288634, 18794.813697652266, 1283.13, -16693106, 15969869, -16698463.0, 15976400.0, 43.51422231990273, -18.206427327679666, 0.08720755626018928, 0.1557899516081136, 14938.098333891212, 976.1300000000001, 2770582, 8382000, 2785878.0, 8381899.0, 43.242894461435725, -18.07094876747794, -0.1841203022068143, 0.2912685118098395, 28757.056568236407, -876.8699999999999, -2881880, -5910025, -2879853.0, -5910733.0, 43.144871837401254, -18.27317206571677, -0.2821429262412849, 0.08904521357100847, 23882.146304842154, 340.8000000000002, -14848317, 4496973, -14850588.0, 4493338.0 
LEHPM2848_W_2020-11-05.fits, 1605836778.6, 43.42704755873337, -18.362205812903955, 73.22829427341267, 62.216353825729456, 1.1303087023291278, -0.48946541632769147, 43.18656400190977, -18.659600570199576, -0.24048355682359812, -0.2973947572956206, 31719.74746749305, 269.0799999999999, -19225549, -1662185, -19242560.0, -1668718.0, 43.44975270388877, -18.583284642885054, 0.02270514515539901, -0.2210788299810993, 18795.613149619247, 1283.13, -16695837, 15974114, -16702372.0, 15976070.0, 43.514255150006264, -18.206415892354915, 0.08720759127289313, 0.15578992054904006, 14935.137605326147, 976.1300000000001, 2772457, 8385258, 2788249.0, 8381673.0, 43.242927323244224, -18.070937434516807, -0.18412023548914647, 0.2912683783871479, 28758.117980972387, -876.8699999999999, -2879185, -5911327, -2877960.0, -5914423.0, 43.14490471210426, -18.273160559552537, -0.2821428466291138, 0.08904525335141855, 23885.588864598445, 340.8000000000002, -14849304, 4493427, -14850632.0, 4484630.0 
LEHPM2848_W_2020-11-05.fits, 1605919327.4, 43.42707775948598, -18.36219525360319, 84.41103194033957, 49.288267122543644, 1.3192598469030856, -0.7530970995985626, 43.18659417262017, -18.659589944879954, -0.24048358686581395, -0.29739469127676443, 31716.190986572143, 269.0799999999999, -19220155, -1661826, -19236792.0, -1664657.0, 43.44978285310258, -18.5832740930402, 0.02270509361660089, -0.22107883943700912, 18794.766278287112, 1283.13, -16692979, 15969698, -16699411.0, 15975680.0, 43.51428538300182, -18.206405361656223, 0.08720762351583744, 0.15578989194696646, 14938.24544788597, 976.1300000000001, 2770480, 8381837, 2786310.0, 8381266.0, 43.24295758543658, -18.070926998083976, -0.18412017404940428, 0.2912682555192134, 28757.016152312055, -876.8699999999999, -2882051, -5909970, -2881466.0, -5912333.0, 43.14493498617111, -18.273149963618284, -0.2821427733148738, 0.0890452899849059, 23881.98946967146, 340.8000000000002, -14848307, 4497161, -14850842.0, 4492304.0 
LEHPM2848_W_2020-11-05.fits, 1606006816.5, 43.427109767664604, -18.362184062365593, 80.9234520927586, 54.07828942646381, 1.234843235445134, -0.6564764246258186, 43.186626148958595, -18.659578683672446, -0.24048361870600843, -0.2973946213068537, 31717.65982412338, 269.0799999999999, -19222382, -1661975, -19231331.0, -1658714.0, 43.449814806657926, -18.583262911824413, 0.022705038993322546, -0.22107884945882006, 18795.163157602365, 1283.13, -16694200, 15971495, -16696662.0, 15980050.0, 43.51431742535304, -18.206394200732472, 0.08720765768843819, 0.1557898616331208, 14936.948605503521, 976.1300000000001, 2771197, 8383249, 2784870.0, 8384263.0, 43.242989658731865, -18.070915937067586, -0.18412010893273845, 0.29126812529800716, 28757.406338670036, -876.8699999999999, -2880947, -5910458, -2880277.0, -5905793.0, 43.14496707205156, -18.273138733554784, -0.2821426956130466, 0.0890453288108084, 23883.411227639797, 340.8000000000002, -14848703, 4495688, -14846997.0, 4495689.0 
LEHPM2848_W_2020-11-05.fits, 1606091765.3, 43.427140846466806, -18.362173196078277, 84.14044446161715, 49.686231494153155, 1.3114532563948804, -0.7450973653659574, 43.18665719684512, -18.65956774944681, -0.24048364962168733, -0.2973945533685338, 31716.321778397283, 269.0799999999999, -19220394, -1661808, -19229370.0, -1658434.0, 43.44984583242288, -18.583252055267923, 0.022704985956075063, -0.22107885918964598, 18794.8037747171, 1283.13, -16693102, 15969885, -16697834.0, 15979799.0, 43.514348537335636, -18.206383363878842, 0.08720769086882996, 0.1557898321994351, 14938.129340935327, 976.1300000000001, 2770515, 8381959, 2782800.0, 8385930.0, 43.24302080076, -18.07090519722043, -0.1841200457068055, 0.2912679988578475, 28757.047935032595, -876.8699999999999, -2882003, -5910006, -2882266.0, -5907073.0, 43.14499822629948, -18.273127829568896, -0.2821426201673276, 0.08904536650938155, 23882.11311762002, 340.8000000000002, -14848373, 4497056, -14845822.0, 4498003.0 
LEHPM2848_W_2020-11-05.fits, 1606264151.5, 43.427203914536335, -18.362151145190147, 83.99628054975952, 49.89661762358488, 1.3073888558020328, -0.7408676935800864, 43.186720202177476, -18.659545560691683, -0.24048371235885924, -0.297394415501536, 31716.39024409927, 269.0799999999999, -19220545, -1661779, -19228711.0, -1656561.0, 43.44990879286409, -18.583230024126465, 0.022704878327758138, -0.22107887893631784, 18794.823260324276, 1283.13, -16693174, 15970000, -16695968.0, 15981650.0, 43.51441167273798, -18.206361372720387, 0.08720775820164306, 0.15578977246975967, 14938.06860541139, 976.1300000000001, 2770519, 8382021, 2784500.0, 8386649.0, 43.24308399713346, -18.070883402916664, -0.18411991740287448, 0.29126774227348307, 28757.064767713266, -876.8699999999999, -2882007, -5910022, -2881561.0, -5905331.0, 43.14506144747059, -18.2731057021792, -0.2821424670657464, 0.08904544301094575, 23882.17803824295, 340.8000000000002, -14848427, 4497015, -14846737.0, 4497328.0 
LEHPM2848_W_2020-11-05.fits, 1606436494.5, 43.42726696680432, -18.36212909985149, 83.95945755234406, 49.95038334777187, 1.3063570282436545, -0.7397882194399035, 43.186783191723904, -18.659523377520472, -0.2404837750804134, -0.29739427766898174, 31716.40769144203, 269.0799999999999, -19220620, -1661744, -19228251.0, -1655031.0, 43.44997173753066, -18.5832079985295, 0.02270477072634236, -0.22107889867800878, 18794.82822356171, 1283.13, -16693203, 15970054, -16696278.0, 15982057.0, 43.51447479232195, -18.206339387096513, 0.08720782551763051, 0.15578971275497722, 14938.0531295498, 976.1300000000001, 2770499, 8382034, 2781840.0, 8388385.0, 43.243147177673016, -18.070861614098057, -0.18411978913130156, 0.2912674857534334, 28757.0690599585, -876.8699999999999, -2882049, -5910023, -2880941.0, -5903970.0, 43.14512465280172, -18.273083580358122, -0.2821423140025985, 0.08904551949336792, 23882.194584909364, 340.8000000000002, -14848469, 4497025, -14841501.0, 4499997.0 
LEHPM2848_W_2020-11-05.fits, 1606523123.5, 43.42729866031748, -18.36211801866971, 82.77012532855038, 51.63369147232351, 1.2754149163444686, -0.705887045259125, 43.186814853709755, -18.659512227056478, -0.2404838066077275, -0.2973942083867662, 31716.937772964924, 269.0799999999999, -19221432, -1661791, -19230875.0, -1658969.0, 43.45000337695745, -18.583196927270954, 0.022704716639964317, -0.22107890860124257, 18794.974970662915, 1283.13, -16693649, 15970707, -16699577.0, 15979380.0, 43.51450651967181, -18.206328335930664, 0.08720785935432929, 0.15578968273904792, 14937.584100890717, 976.1300000000001, 2770745, 8382543, 2782100.0, 8387270.0, 43.243178935662385, -18.070850661857232, -0.18411972465509763, 0.2912673568124795, 28757.205036440984, -876.8699999999999, -2881667, -5910193, -2878792.0, -5905219.0, 43.14515642325276, -18.273072460732088, -0.2821422370647255, 0.0890455579376237, 23882.702852174054, 340.8000000000002, -14848618, 4496504, -14845339.0, 4497759.0 
LEHPM2848_W_2020-11-05.fits, 1606609503.3, 43.42733026266082, -18.362106969370366, 82.19798506938564, 52.413249800505795, 1.2619399714684558, -0.690157811796098, 43.18684642461644, -18.659501108674192, -0.24048383804437634, -0.29739413930382597, 31717.173890472463, 269.0799999999999, -19221807, -1661802, -19231670.0, -1658338.0, 43.45003492536997, -18.583185887866296, 0.0227046627091525, -0.2210789184959303, 18795.038085981952, 1283.13, -16693850, 15971008, -16698779.0, 15981340.0, 43.514538155754536, -18.20631731656092, 0.08720789309371924, 0.155789652809446, 14937.375835523007, 976.1300000000001, 2770851, 8382768, 2783940.0, 8387439.0, 43.24321060229642, -18.070839741127926, -0.1841196603643951, 0.29126722824243956, 28757.268696377574, -876.8699999999999, -2881508, -5910271, -2880026.0, -5906393.0, 43.14518810231264, -18.273061373099072, -0.2821421603481795, 0.08904559627129416, 23882.93233475704, 340.8000000000002, -14848694, 4496275, -14844674.0, 4496708.0 
LEHPM2848_W_2020-11-05.fits, 1606781444.5, 43.42739316793552, -18.362084975475145, 83.21522150843, 51.01414686098784, 1.286502377694381, -0.7183779953671365, 43.18690926731564, -18.65947897726753, -0.24048390061987845, -0.29739400179238373, 31716.74604091892, 269.0799999999999, -19221204, -1661724, -19228723.0, -1656149.0, 43.45009772329399, -18.583163913666667, 0.022704555358473044, -0.22107893819152125, 18794.922703345703, 1283.13, -16693508, 15970515, -16697903.0, 15982680.0, 43.51460112818836, -18.206295382241393, 0.08720796025284017, 0.1557895932337523, 14937.753513404838, 976.1300000000001, 2770615, 8382353, 2781480.0, 8389294.0, 43.24327363554326, -18.070818003154628, -0.1841195323922591, 0.2912669723205177, 28757.154738371468, -876.8699999999999, -2881881, -5910124, -2879372.0, -5903100.0, 43.14525116029352, -18.27303930289968, -0.28214200764200115, 0.08904567257546603, 23882.5178992329, 340.8000000000002, -14848614, 4496730, -14842916.0, 4499042.0 
LEHPM2848_W_2020-11-05.fits, 1608596599.6061, 43.42805724882607, -18.36185279095129, 59.25991794034948, 70.81696333931338, 1.058790737283064, -0.30206770057621934, 43.18757268760076, -18.659245341050994, -0.24048456122530837, -0.2973925500997048, 31721.62572820232, 269.0799999999999, -19228766, -1662092, -19231329.0, -1659362.0, 43.45076067089669, -18.582931937063822, 0.02270342207062015, -0.2210791461125332, 18795.85086193725, 1283.13, -16697279, 15976817, -16700032.0, 15983870.0, 43.515265918068934, -18.206063826652397, 0.08720866924286241, 0.15578896429889255, 14933.553237769444, 976.1300000000001, 2773730, 8387039, 2781030.0, 8390998.0, 43.24393906740255, -18.070588520354494, -0.18411818142352132, 0.2912642705967947, 28758.989284339717, -876.8699999999999, -2877729, -5912330, -2876988.0, -5904670.0, 43.14591685327441, -18.27280631284312, -0.28214039555166437, 0.08904647810816968, 23887.77948087116, 340.8000000000002, -14850180, 4491352, -14841414.0, 4494416.0 
TOI-2441_W_2021-01-31.fits, 1613607228.526211, 91.08297220113798, -51.47560696073971, 163.95424616741383, 66.51349206489203, 1.0903294954156182, -0.17768428066570774, 91.13144932917533, -51.76633379763816, 0.04847712803734794, -0.29072683689845036, 24744.053111782003, 1042.9999999999995, 2591561, -1057719, 2593270.0, -1055326.0, 91.53201262786499, -51.68243979671276, 0.4490404267270094, -0.2068328359730458, 29407.748510920588, -105.80999999999995, -8897816, -4352909, -8909647.0, -4347680.0, 90.96621658880537, -51.25489624375379, -0.11675561233261078, 0.22071071698591993, 19666.5493061944, 542.6199999999994, 16707630, 11721101, 16716430.0, 11715222.0, 90.52142848830478, -51.38627462076076, -0.561543712833199, 0.08933233997895229, 30584.295605631898, 568.27, 19310554, -713995, 19294611.0, -732730.0, 90.9258936541156, -51.596699868115586, -0.15707854702237967, -0.12109290737587486, 13168.35794558464, -93.99000000000024, 6519965, 12750143, 6507928.0, 12741548.0 
TOI-540_W_2019-11-26.fits, 1574918623.7, 76.56122098780375, -47.76613363556134, 180.95839552970273, 71.48767084289075, 1.054568261096526, 0.008084386841822689, 76.4680889705809, -48.11617371441022, -0.09313201722285669, -0.35004007884888466, 30105.601662826797, -2824.0, -5227481, -6101387, -5218160.0, -6095819.0, 76.90159051630235, -48.08402291882799, 0.3403695284985986, -0.317889283266652, 33127.579733284765, -3593.55, -19154505, -3147248, -19155685.0, -3143660.0, 76.47904093157527, -47.582916902950515, -0.08218005622848068, 0.18321673261082339, 16190.100427848829, -3401.66, 13625758, 13410067, 13638480.0, 13406205.0, 76.20028277506943, -47.7331251946954, -0.36093821273432525, 0.03300844086594168, 20727.746772813, -3419.6499999999996, 14687698, 8464437, 14699273.0, 8453547.0, 76.44536446322094, -47.911414502139316, -0.11585652458281004, -0.145280866577977, 13949.79148016458, -4932.13, 8983960, 13721369, 8980997.0, 13710144.0 
