field,time,temperature,ra,dec,az,alt,airmass,ha,FU1_ra,FU1_dec,FU1_Delta_ra,FU1_Delta_dec,FU1_distance,FU1_Delta_Teff,FU1_X_calculated,FU1_Y_calculated,FU1_X_observed,FU1_Y_observed,FU1_Delta_X,FU1_Delta_Y,FU2_ra,FU2_dec,FU2_Delta_ra,FU2_Delta_dec,FU2_distance,FU2_Delta_Teff,FU2_X_calculated,FU2_Y_calculated,FU2_X_observed,FU2_Y_observed,FU2_Delta_X,FU2_Delta_Y,FU3_ra,FU3_dec,FU3_Delta_ra,FU3_Delta_dec,FU3_distance,FU3_Delta_Teff,FU3_X_calculated,FU3_Y_calculated,FU3_X_observed,FU3_Y_observed,FU3_Delta_X,FU3_Delta_Y,FU4_ra,FU4_dec,FU4_Delta_ra,FU4_Delta_dec,FU4_distance,FU4_Delta_Teff,FU4_X_calculated,FU4_Y_calculated,FU4_X_observed,FU4_Y_observed,FU4_Delta_X,FU4_Delta_Y,FU5_ra,FU5_dec,FU5_Delta_ra,FU5_Delta_dec,FU5_distance,FU5_Delta_Teff,FU5_X_calculated,FU5_Y_calculated,FU5_X_observed,FU5_Y_observed,FU5_Delta_X,FU5_Delta_Y 
TOI-654_W_2020-01-23.fits,1613794846.213318,14.8,165.09439379109426,-5.51450659597736,42.865325089673895,59.46748035502233,1.1609804380486273,-0.3544987694416095,165.1823605701788,-5.892926082923983,0.08796677908452466,-0.37841948694662353,32897.22766232438,-568.1700000000001,7974759.0,-8621985.0,7977962.0,-8620527.0,7261001.0,-32060497.0,165.33219148248472,-5.582891418330505,0.2377976913904547,-0.06838482235314558,20866.96819911799,-1279.5100000000002,1383212.0,2016612.0,1393265.0,2019163.0,544712.0,-20843184.0,165.23570332824883,-5.3314419512479265,0.1413095371545694,0.1830646447294333,19560.402624522965,-1282.1800000000003,-246167.0,3869727.0,-241960.0,3874133.0,-619344.0,-19533036.0,164.98156982430024,-5.337940568740701,-0.11282396679402495,0.17656602723665848,17723.65664628209,-1278.5,-1440296.0,5628767.0,-1426189.0,5626026.0,-1155779.0,-17678814.0,164.99252582873672,-5.661554958964681,-0.10186796235754514,-0.14704836298732094,15114.847192627922,-2491.9700000000003,9133737.0,11478601.0,9137096.0,11473791.0,9107369.0,-12051084.0
TOI-654_W_2020-01-23.fits,1613794987.546695,14.8,165.09439384789167,-5.514506620105815,41.92718205185353,59.81484618793083,1.1568649758053855,-0.34419257680837934,165.18236062689968,-5.8929261070601235,0.08796677900801342,-0.37841948695430894,32897.21967510841,-568.1700000000001,7974499.0,-8622036.0,7978099.0,-8620693.0,7261138.0,-32060663.0,165.3321915392469,-5.5828914424574,0.2377976913552402,-0.06838482235158505,20866.813099574276,-1279.5100000000002,1383072.0,2016763.0,1393266.0,2019078.0,544713.0,-20843269.0,165.23570338502356,-5.331441975349616,0.14130953713188887,0.18306464475619855,19560.273684792126,-1282.1800000000003,-246102.0,3869854.0,-241805.0,3873768.0,-619189.0,-19533401.0,164.98156988107075,-5.337940592820143,-0.11282396682091189,0.17656602728567172,17723.721746365878,-1278.5,-1440190.0,5628695.0,-1426249.0,5626447.0,-1155839.0,-17678393.0,164.99252588560495,-5.661554983376451,-0.10186796228671824,-0.14704836327063653,15114.970127035578,-2491.9700000000003,9133679.0,11478402.0,9137158.0,11473960.0,9107431.0,-12050915.0
TOI-654_W_2020-01-23.fits,1613795128.880568,14.9,165.09439390468927,-5.514506644234352,40.97014107902442,60.155874030021806,1.1528939678785395,-0.33388634799544903,165.1823606836208,-5.892926131196348,0.0879667789315306,-0.3784194869619961,32897.21089199783,-568.1700000000001,7974243.0,-8622085.0,7977125.0,-8622071.0,7260164.0,-32062041.0,165.3321915960093,-5.582891466584382,0.2377976913200257,-0.06838482235002985,20866.658814596743,-1279.5100000000002,1382934.0,2016913.0,1392609.0,2019124.0,544056.0,-20843223.0,165.2357034417985,-5.3314419994513935,0.14130953710923677,0.18306464478295847,19560.146325250564,-1282.1800000000003,-246037.0,3869980.0,-242162.0,3874520.0,-619546.0,-19532649.0,164.98156993784144,-5.33794061689967,-0.11282396684782725,0.1765660273346823,17723.787155302998,-1278.5,-1440086.0,5628623.0,-1425778.0,5627243.0,-1155368.0,-17677597.0,164.99252594247335,-5.661555007788312,-0.10186796221591976,-0.14704836355396012,15115.091509532458,-2491.9700000000003,9133621.0,11478206.0,9137876.0,11473322.0,9108149.0,-12051553.0
TOI-654_W_2020-01-23.fits,1613795271.639685,14.9,165.09439396205963,-5.514506668606208,39.983966207125285,60.493677779672424,1.1490272816438656,-0.3234761887589368,165.1823607409139,-5.892926155575967,0.08796677885428039,-0.3784194869697597,32897.20121886251,-568.1700000000001,7973987.0,-8622134.0,7976828.0,-8621570.0,7259867.0,-32061540.0,165.33219165334407,-5.582891490954664,0.23779769128444173,-0.068384822348456,20866.50376235196,-1279.5100000000002,1382798.0,2017065.0,1392515.0,2019252.0,543962.0,-20843095.0,165.235703499146,-5.3314420237962175,0.14130953708638572,0.18306464480999018,19560.019244391628,-1282.1800000000003,-245969.0,3870104.0,-241876.0,3874646.0,-619260.0,-19532523.0,164.98156999518463,-5.337940641222021,-0.1128239668749984,0.1765660273841867,17723.853546875896,-1278.5,-1439980.0,5628549.0,-1425750.0,5626581.0,-1155340.0,-17678259.0,164.99252599991522,-5.661555032446345,-0.10186796214441074,-0.14704836384013742,15115.212579975161,-2491.9700000000003,9133562.0,11478010.0,9137507.0,11472860.0,9107780.0,-12052015.0
TOI-654_W_2020-01-23.fits,1613795412.972887,14.9,165.09439401885697,-5.5145066927346305,38.98807667809152,60.82127968532913,1.1453399670953086,-0.3131700088694611,165.18236079763477,-5.892926179712075,0.08796677877779757,-0.3784194869774442,32897.19085490416,-568.1700000000001,7973736.0,-8622180.0,7976502.0,-8621574.0,7259541.0,-32061544.0,165.33219171010623,-5.582891515081529,0.23779769124925565,-0.06838482234689813,20866.35100184384,-1279.5100000000002,1382666.0,2017214.0,1392879.0,2019359.0,544326.0,-20842988.0,165.23570355592068,-5.331442047897879,0.1413095370637052,0.1830646448367519,19559.89494022047,-1282.1800000000003,-245901.0,3870227.0,-241776.0,3874481.0,-619160.0,-19532688.0,164.98157005195512,-5.3379406653014305,-0.11282396690185692,0.17656602743319993,17723.919604737388,-1278.5,-1439876.0,5628476.0,-1425959.0,5626322.0,-1155549.0,-17678518.0,164.99252605678336,-5.661555056858087,-0.10186796207361226,-0.14704836412345657,15115.330958601378,-2491.9700000000003,9133504.0,11477818.0,9137258.0,11472975.0,9107531.0,-12051900.0
TOI-654_W_2020-01-23.fits,1613795554.306832,14.9,165.09439407565458,-5.514506716863181,37.97246489613042,61.14185404036416,1.1417906103061097,-0.30286377480596016,165.18236085435592,-5.892926203848312,0.08796677870134317,-0.3784194869851305,32897.17971291105,-568.1700000000001,7973489.0,-8622224.0,7977595.0,-8620649.0,7260634.0,-32060619.0,165.33219176686868,-5.58289153920852,0.237797691214098,-0.06838482234533849,20866.19894313219,-1279.5100000000002,1382537.0,2017362.0,1393644.0,2018772.0,545091.0,-20843575.0,165.23570361269563,-5.331442071999667,0.1413095370410531,0.18306464486351448,19559.772096585595,-1282.1800000000003,-245833.0,3870347.0,-242232.0,3873622.0,-619616.0,-19533547.0,164.98157010872583,-5.337940689380969,-0.11282396692874386,0.17656602748221228,17723.98600041298,-1278.5,-1439772.0,5628402.0,-1426748.0,5626765.0,-1156338.0,-17678075.0,164.99252611365182,-5.661555081269958,-0.10186796200275694,-0.1470483644067766,15115.447899631548,-2491.9700000000003,9133446.0,11477627.0,9137008.0,11473727.0,9107281.0,-12051148.0
TOI-654_W_2020-01-23.fits,1613795696.353919,15.0,165.0943941327388,-5.514506741113478,36.9316389153057,61.45672083894329,1.1383603806246594,-0.29250553761240017,165.18236091136325,-5.892926228106334,0.08796677862443403,-0.3784194869928559,32897.167735865965,-568.1700000000001,7973244.0,-8622268.0,7976630.0,-8621502.0,7259669.0,-32061472.0,165.33219182391747,-5.582891563457252,0.23779769117865612,-0.06838482234377352,20866.046788834876,-1279.5100000000002,1382410.0,2017510.0,1392589.0,2019031.0,544036.0,-20843316.0,165.2357036697571,-5.331442096223066,0.1413095370182873,0.18306464489041208,19559.6500676383,-1282.1800000000003,-245762.0,3870467.0,-242207.0,3874698.0,-619591.0,-19532471.0,164.981570165783,-5.337940713582007,-0.11282396695580132,0.17656602753147066,17724.05308097815,-1278.5,-1439668.0,5628328.0,-1425963.0,5626791.0,-1155553.0,-17678049.0,164.9925261708072,-5.661555105805007,-0.1018679619316174,-0.14704836469152927,15115.564017644041,-2491.9700000000003,9133388.0,11477438.0,9137262.0,11472844.0,9107535.0,-12052031.0
TOI-654_W_2020-01-23.fits,1613795836.262408,15.0,165.0943941889636,-5.514506764998675,35.88660902233746,61.75942676724024,1.1351142358851,-0.2823032494457154,165.18236096751235,-5.892926251999139,0.08796677854874702,-0.378419487000464,32897.15518040081,-568.1700000000001,7973005.0,-8622309.0,7976169.0,-8622364.0,7259208.0,-32062334.0,165.3321918801074,-5.582891587340906,0.23779769114378269,-0.06838482234223076,20865.89754877423,-1279.5100000000002,1382287.0,2017656.0,1391952.0,2019221.0,543399.0,-20843126.0,165.23570372595944,-5.331442120081772,0.14130953699583415,0.18306464491690289,19559.531245946575,-1282.1800000000003,-245692.0,3870584.0,-242524.0,3875490.0,-619908.0,-19531679.0,164.98157022198117,-5.337940737418688,-0.11282396698243247,0.1765660275799874,17724.11950421175,-1278.5,-1439565.0,5628255.0,-1425811.0,5627303.0,-1155401.0,-17677537.0,164.9925262271021,-5.661555129970667,-0.10186796186150104,-0.14704836497199203,15115.677036781315,-2491.9700000000003,9133331.0,11477253.0,9137872.0,11472710.0,9108145.0,-12052165.0
TOI-654_W_2020-01-23.fits,1613795976.883244,14.9,165.09439424547466,-5.514506789005484,34.81623289607873,62.05600746808925,1.1319822395384695,-0.2720490161131135,165.18236102394732,-5.892926276013593,0.0879667784726621,-0.37841948700810946,32897.14180634284,-568.1700000000001,7972768.0,-8622349.0,7975804.0,-8622138.0,7258843.0,-32062108.0,165.33219193658343,-5.582891611346164,0.23779769110876714,-0.06838482234068,20865.74813825174,-1279.5100000000002,1382166.0,2017802.0,1392396.0,2019300.0,543843.0,-20843047.0,165.23570378244793,-5.331442144061953,0.1413095369732673,0.18306464494353136,19559.413154603684,-1282.1800000000003,-245620.0,3870700.0,-242080.0,3874322.0,-619464.0,-19532847.0,164.98157027846545,-5.337940761376729,-0.11282396700920572,0.17656602762875462,17724.186628034327,-1278.5,-1439462.0,5628181.0,-1426675.0,5625828.0,-1156265.0,-17679012.0,164.9925262836836,-5.661555154259366,-0.10186796179107205,-0.1470483652538821,15115.789313814268,-2491.9700000000003,9133273.0,11477069.0,9137064.0,11472331.0,9107337.0,-12052544.0
TOI-654_W_2020-01-23.fits,1613796118.930331,14.9,165.0943943025589,-5.51450681325578,33.71450342554464,62.34753831850345,1.128949771277467,-0.2616907789195251,165.18236108095465,-5.892926300271616,0.08796677839575295,-0.3784194870158357,32897.12753222871,-568.1700000000001,7972532.0,-8622388.0,7975546.0,-8620972.0,7258585.0,-32060942.0,165.33219199363228,-5.582891635594894,0.2377976910733821,-0.06838482233911414,20865.597778203068,-1279.5100000000002,1382046.0,2017949.0,1393076.0,2019594.0,544523.0,-20842753.0,165.23570383950937,-5.331442168285353,0.1413095369504731,0.18306464497042718,19559.29519031994,-1282.1800000000003,-245546.0,3870815.0,-241760.0,3873917.0,-619144.0,-19533252.0,164.9815703355227,-5.337940785577766,-0.11282396703620634,0.17656602767801388,17724.254811582032,-1278.5,-1439358.0,5628105.0,-1426886.0,5625617.0,-1156476.0,-17679223.0,164.99252634083902,-5.661555178794414,-0.10186796171987567,-0.14704836553863387,15115.901421323548,-2491.9700000000003,9133216.0,11476885.0,9136392.0,11472822.0,9106665.0,-12052053.0
TOI-654_W_2020-01-23.fits,1613796259.551579,14.8,165.0943943590701,-5.51450683726266,32.60347144194438,62.62790953358634,1.1260761004337987,-0.25143651554429525,165.1823611373898,-5.892926324286143,0.08796677831969646,-0.37841948702348294,32897.11264792459,-568.1700000000001,7972301.0,-8622425.0,7976125.0,-8621087.0,7259164.0,-32061057.0,165.3321920501085,-5.582891659600226,0.237797691038395,-0.06838482233756604,20865.44945430818,-1279.5100000000002,1381931.0,2018094.0,1392892.0,2019412.0,544339.0,-20842935.0,165.23570389599806,-5.331442192265608,0.1413095369279631,0.1830646449970521,19559.179688543576,-1282.1800000000003,-245472.0,3870929.0,-241840.0,3873520.0,-619224.0,-19533649.0,164.98157039200714,-5.3379408095358825,-0.11282396706295117,0.17656602772677754,17724.322695992338,-1278.5,-1439256.0,5628030.0,-1427154.0,5625782.0,-1156744.0,-17679058.0,164.99252639742068,-5.661555203083184,-0.10186796164941825,-0.14704836582052394,15116.01113991663,-2491.9700000000003,9133159.0,11476704.0,9136285.0,11473378.0,9106558.0,-12051497.0
TOI-654_W_2020-01-23.fits,1613796400.172792,14.8,165.09439441558132,-5.51450686126953,31.47215828802739,62.899830809220305,1.1233286085311454,-0.24118225472477395,165.18236119382487,-5.8929263483006595,0.0879667782435547,-0.37841948703112926,32897.097016804604,-568.1700000000001,7972073.0,-8622461.0,7976047.0,-8621137.0,7259086.0,-32061107.0,165.33219210658467,-5.582891683605546,0.23779769100335102,-0.06838482233601617,20865.301622166924,-1279.5100000000002,1381818.0,2018239.0,1392533.0,2019429.0,543980.0,-20842918.0,165.23570395248672,-5.33144221624585,0.14130953690539627,0.18306464502368058,19559.065426694346,-1282.1800000000003,-245397.0,3871040.0,-242547.0,3874205.0,-619931.0,-19532964.0,164.9815704484916,-5.337940833493989,-0.11282396708972442,0.1765660277755412,17724.39097386522,-1278.5,-1439153.0,5627955.0,-1426894.0,5626810.0,-1156484.0,-17678030.0,164.9925264540024,-5.661555227371949,-0.10186796157893241,-0.14704836610241845,15116.119631791218,-2491.9700000000003,9133102.0,11476525.0,9136667.0,11473270.0,9106940.0,-12051605.0
TOI-654_W_2020-01-23.fits,1613796541.506899,14.8,165.094394472379,-5.514506885398109,30.314702567334216,63.16435425273589,1.120692862325923,-0.23087600883897963,165.1823612505461,-5.892926372436925,0.0879667781671003,-0.37841948703881556,32897.08055642203,-568.1700000000001,7971847.0,-8622495.0,7975142.0,-8621500.0,7258181.0,-32061470.0,165.33219216334714,-5.582891707732566,0.23779769096813652,-0.06838482233445653,20865.15350380052,-1279.5100000000002,1381706.0,2018383.0,1392840.0,2019773.0,544287.0,-20842574.0,165.23570400926175,-5.331442240347668,0.14130953688274417,0.1830646450504414,19558.951803582382,-1282.1800000000003,-245320.0,3871152.0,-241887.0,3873826.0,-619271.0,-19533343.0,164.9815705052624,-5.337940857573556,-0.11282396711661136,0.17656602782455355,17724.4600047076,-1278.5,-1439050.0,5627879.0,-1426883.0,5625749.0,-1156473.0,-17679091.0,164.99252651087087,-5.661555251783848,-0.10186796150813393,-0.14704836638573848,15116.22746749662,-2491.9700000000003,9133045.0,11476347.0,9136131.0,11472235.0,9106404.0,-12052640.0
